time,close
2019-01-02 12:45:00+00:00,246.16
2019-01-02 13:00:00+00:00,246.15
2019-01-02 13:15:00+00:00,245.5
2019-01-02 13:30:00+00:00,245.71
2019-01-02 13:45:00+00:00,245.76
2019-01-02 14:00:00+00:00,246.17
2019-01-02 14:15:00+00:00,246.09
2019-01-02 14:30:00+00:00,246.9
2019-01-02 14:45:00+00:00,247.18
2019-01-02 15:00:00+00:00,248.38
2019-01-02 15:15:00+00:00,247.8
2019-01-02 15:30:00+00:00,248.48
2019-01-02 15:45:00+00:00,248.86
2019-01-02 16:00:00+00:00,249.86
2019-01-02 16:15:00+00:00,249.53
2019-01-02 16:30:00+00:00,249.93
2019-01-02 16:45:00+00:00,248.9
2019-01-02 17:00:00+00:00,249.1
2019-01-02 17:15:00+00:00,249.01
2019-01-02 17:30:00+00:00,249.83
2019-01-02 17:45:00+00:00,250.15
2019-01-02 18:00:00+00:00,250.62
2019-01-02 18:15:00+00:00,250.85
2019-01-02 18:30:00+00:00,250.63
2019-01-02 18:45:00+00:00,251.16
2019-01-02 19:00:00+00:00,249.94
2019-01-02 19:15:00+00:00,250.23
2019-01-02 19:30:00+00:00,250.24
2019-01-02 19:45:00+00:00,249.88
2019-01-02 20:00:00+00:00,249.62
2019-01-02 20:15:00+00:00,249.35
2019-01-02 20:30:00+00:00,248.81
2019-01-02 20:45:00+00:00,250.22
2019-01-02 21:00:00+00:00,250.26
2019-01-02 21:15:00+00:00,249.98
2019-01-02 21:30:00+00:00,248.08
2019-01-02 21:45:00+00:00,248.23
2019-01-02 22:00:00+00:00,248.12
2019-01-02 22:15:00+00:00,248.01
2019-01-02 22:30:00+00:00,247.77
2019-01-02 22:45:00+00:00,247.5
2019-01-02 23:00:00+00:00,246.85
2019-01-02 23:15:00+00:00,247.2
2019-01-02 23:30:00+00:00,246.81
2019-01-03 12:00:00+00:00,246.67
2019-01-03 12:15:00+00:00,246.73
2019-01-03 12:30:00+00:00,247.15
2019-01-03 12:45:00+00:00,247.23
2019-01-03 13:00:00+00:00,247.67
2019-01-03 13:15:00+00:00,247.55
2019-01-03 13:30:00+00:00,247.55
2019-01-03 13:45:00+00:00,248.09
2019-01-03 14:00:00+00:00,248.01
2019-01-03 14:15:00+00:00,248.33
2019-01-03 14:30:00+00:00,247.73
2019-01-03 14:45:00+00:00,247.21
2019-01-03 15:00:00+00:00,245.15
2019-01-03 15:15:00+00:00,245.67
2019-01-03 15:30:00+00:00,244.25
2019-01-03 15:45:00+00:00,245.355
2019-01-03 16:00:00+00:00,245.97
2019-01-03 16:15:00+00:00,245.69
2019-01-03 16:30:00+00:00,247.78
2019-01-03 16:45:00+00:00,247.11
2019-01-03 17:00:00+00:00,247.03
2019-01-03 17:15:00+00:00,246.61
2019-01-03 17:30:00+00:00,246.38
2019-01-03 17:45:00+00:00,247.08
2019-01-03 18:00:00+00:00,246.28
2019-01-03 18:15:00+00:00,245.7
2019-01-03 18:30:00+00:00,246.26
2019-01-03 18:45:00+00:00,245.19
2019-01-03 19:00:00+00:00,245.42
2019-01-03 19:15:00+00:00,246.3
2019-01-03 19:30:00+00:00,245.56
2019-01-03 19:45:00+00:00,244.89
2019-01-03 20:00:00+00:00,244.25
2019-01-03 20:15:00+00:00,244.62
2019-01-03 20:30:00+00:00,244.53
2019-01-03 20:45:00+00:00,244.13
2019-01-03 21:00:00+00:00,244.1
2019-01-03 21:15:00+00:00,244.1
2019-01-03 21:30:00+00:00,244.29
2019-01-03 21:45:00+00:00,244.46
2019-01-03 23:00:00+00:00,244.64
2019-01-03 23:45:00+00:00,244.29
2019-01-04 12:00:00+00:00,247.44
2019-01-04 12:15:00+00:00,247.34
2019-01-04 12:30:00+00:00,247.08
2019-01-04 12:45:00+00:00,247.15
2019-01-04 13:00:00+00:00,247.01
2019-01-04 13:15:00+00:00,247.39
2019-01-04 13:30:00+00:00,247.01
2019-01-04 13:45:00+00:00,247.15
2019-01-04 14:00:00+00:00,247.3
2019-01-04 14:15:00+00:00,247.61
2019-01-04 14:30:00+00:00,248.41
2019-01-04 14:45:00+00:00,249.03
2019-01-04 15:00:00+00:00,248.74
2019-01-04 15:15:00+00:00,250.95
2019-01-04 15:30:00+00:00,250.165
2019-01-04 15:45:00+00:00,251.02
2019-01-04 16:00:00+00:00,251.29
2019-01-04 16:15:00+00:00,250.61
2019-01-04 16:30:00+00:00,250.78
2019-01-04 16:45:00+00:00,251.24
2019-01-04 17:00:00+00:00,251.375
2019-01-04 17:15:00+00:00,251.85
2019-01-04 17:30:00+00:00,252.32
2019-01-04 17:45:00+00:00,252.42
2019-01-04 18:00:00+00:00,252.71
2019-01-04 18:15:00+00:00,252.61
2019-01-04 18:30:00+00:00,251.93
2019-01-04 18:45:00+00:00,252.16
2019-01-04 19:00:00+00:00,251.9
2019-01-04 19:15:00+00:00,252.39
2019-01-04 19:30:00+00:00,252.56
2019-01-04 19:45:00+00:00,251.66
2019-01-04 20:00:00+00:00,252.3
2019-01-04 20:15:00+00:00,251.76
2019-01-04 20:30:00+00:00,252.085
2019-01-04 20:45:00+00:00,252.45
2019-01-04 21:00:00+00:00,252.27
2019-01-04 21:30:00+00:00,252.31
2019-01-04 21:45:00+00:00,252.11
2019-01-07 12:00:00+00:00,251.97
2019-01-07 12:15:00+00:00,252.27
2019-01-07 12:30:00+00:00,252.2
2019-01-07 12:45:00+00:00,252.46
2019-01-07 13:00:00+00:00,252.46
2019-01-07 13:15:00+00:00,252.22
2019-01-07 13:30:00+00:00,252.16
2019-01-07 13:45:00+00:00,252.08
2019-01-07 14:00:00+00:00,252.61
2019-01-07 14:15:00+00:00,252.78
2019-01-07 14:30:00+00:00,252.725
2019-01-07 14:45:00+00:00,252.49
2019-01-07 15:00:00+00:00,252.64
2019-01-07 15:15:00+00:00,252.9
2019-01-07 15:30:00+00:00,253.73
2019-01-07 15:45:00+00:00,253.92
2019-01-07 16:00:00+00:00,253.99
2019-01-07 16:15:00+00:00,253.96
2019-01-07 16:30:00+00:00,254.76
2019-01-07 16:45:00+00:00,255.39
2019-01-07 17:00:00+00:00,255.03
2019-01-07 17:15:00+00:00,255.26
2019-01-07 17:30:00+00:00,255.41
2019-01-07 17:45:00+00:00,255.45
2019-01-07 18:00:00+00:00,255.81
2019-01-07 18:15:00+00:00,255.69
2019-01-07 18:30:00+00:00,255.66
2019-01-07 18:45:00+00:00,254.84
2019-01-07 19:00:00+00:00,254.8
2019-01-07 19:15:00+00:00,254.685
2019-01-07 19:30:00+00:00,254.52
2019-01-07 19:45:00+00:00,254.07
2019-01-07 20:00:00+00:00,254.76
2019-01-07 20:15:00+00:00,254.95
2019-01-07 20:30:00+00:00,254.61
2019-01-07 20:45:00+00:00,254.31
2019-01-07 21:00:00+00:00,254.31
2019-01-07 21:30:00+00:00,254.5
2019-01-07 21:45:00+00:00,254.58
2019-01-08 12:00:00+00:00,256.1
2019-01-08 12:15:00+00:00,255.91
2019-01-08 12:30:00+00:00,255.81
2019-01-08 12:45:00+00:00,255.92
2019-01-08 13:00:00+00:00,255.9
2019-01-08 13:15:00+00:00,256.17
2019-01-08 13:30:00+00:00,256.45
2019-01-08 13:45:00+00:00,256.61
2019-01-08 14:00:00+00:00,256.57
2019-01-08 14:15:00+00:00,256.79
2019-01-08 14:30:00+00:00,257.1
2019-01-08 14:45:00+00:00,256.21
2019-01-08 15:00:00+00:00,255.58
2019-01-08 15:15:00+00:00,255.4
2019-01-08 15:30:00+00:00,254.69
2019-01-08 15:45:00+00:00,254.485
2019-01-08 16:00:00+00:00,254.81
2019-01-08 16:15:00+00:00,254.81
2019-01-08 16:30:00+00:00,254.59
2019-01-08 16:45:00+00:00,255.33
2019-01-08 17:00:00+00:00,255.52
2019-01-08 17:15:00+00:00,255.83
2019-01-08 17:30:00+00:00,255.61
2019-01-08 17:45:00+00:00,255.2
2019-01-08 18:00:00+00:00,255.66
2019-01-08 18:15:00+00:00,255.725
2019-01-08 18:30:00+00:00,255.66
2019-01-08 18:45:00+00:00,256.19
2019-01-08 19:00:00+00:00,256.44
2019-01-08 19:15:00+00:00,256.11
2019-01-08 19:30:00+00:00,256.42
2019-01-08 19:45:00+00:00,256.25
2019-01-08 20:00:00+00:00,256.41
2019-01-08 20:15:00+00:00,256.67
2019-01-08 20:30:00+00:00,256.72
2019-01-08 20:45:00+00:00,256.72
2019-01-08 21:00:00+00:00,256.47
2019-01-08 21:30:00+00:00,256.47
2019-01-08 21:45:00+00:00,256.23
2019-01-08 22:30:00+00:00,256.39
2019-01-08 23:00:00+00:00,256.48
2019-01-08 23:15:00+00:00,256.54
2019-01-08 23:45:00+00:00,256.91
2019-01-09 12:00:00+00:00,256.88
2019-01-09 12:15:00+00:00,257.04
2019-01-09 12:30:00+00:00,257.23
2019-01-09 12:45:00+00:00,257.4
2019-01-09 13:00:00+00:00,257.64
2019-01-09 13:15:00+00:00,257.6
2019-01-09 13:30:00+00:00,257.68
2019-01-09 13:45:00+00:00,257.65
2019-01-09 14:00:00+00:00,257.5
2019-01-09 14:15:00+00:00,257.56
2019-01-09 14:30:00+00:00,257.54
2019-01-09 14:45:00+00:00,258.05
2019-01-09 15:00:00+00:00,257.54
2019-01-09 15:15:00+00:00,257.84
2019-01-09 15:30:00+00:00,256.51
2019-01-09 15:45:00+00:00,256.93
2019-01-09 16:00:00+00:00,257.53
2019-01-09 16:15:00+00:00,257.87
2019-01-09 16:30:00+00:00,257.69
2019-01-09 16:45:00+00:00,258.17
2019-01-09 17:00:00+00:00,258.14
2019-01-09 17:15:00+00:00,258.21
2019-01-09 17:30:00+00:00,258.4
2019-01-09 17:45:00+00:00,258.72
2019-01-09 18:00:00+00:00,258.43
2019-01-09 18:15:00+00:00,258.49
2019-01-09 18:30:00+00:00,258.38
2019-01-09 18:45:00+00:00,258.16
2019-01-09 19:00:00+00:00,258.51
2019-01-09 19:15:00+00:00,257.63
2019-01-09 19:30:00+00:00,258.15
2019-01-09 19:45:00+00:00,258.17
2019-01-09 20:00:00+00:00,258.35
2019-01-09 20:15:00+00:00,258.37
2019-01-09 20:30:00+00:00,257.935
2019-01-09 20:45:00+00:00,257.88
2019-01-09 21:00:00+00:00,257.54
2019-01-09 21:30:00+00:00,257.18
2019-01-09 21:45:00+00:00,257.36
2019-01-09 23:00:00+00:00,257.15
2019-01-09 23:15:00+00:00,257.02
2019-01-10 12:00:00+00:00,256.4
2019-01-10 12:15:00+00:00,256.43
2019-01-10 12:30:00+00:00,256.15
2019-01-10 12:45:00+00:00,256.44
2019-01-10 13:00:00+00:00,256.53
2019-01-10 13:15:00+00:00,256.52
2019-01-10 13:30:00+00:00,256.23
2019-01-10 13:45:00+00:00,256.24
2019-01-10 14:00:00+00:00,256.45
2019-01-10 14:15:00+00:00,256.29
2019-01-10 14:30:00+00:00,255.97
2019-01-10 14:45:00+00:00,255.92
2019-01-10 15:00:00+00:00,256.19
2019-01-10 15:15:00+00:00,257.1
2019-01-10 15:30:00+00:00,257.1
2019-01-10 15:45:00+00:00,257.53
2019-01-10 16:00:00+00:00,257.92
2019-01-10 16:15:00+00:00,257.59
2019-01-10 16:30:00+00:00,258.01
2019-01-10 16:45:00+00:00,258.15
2019-01-10 17:00:00+00:00,257.78
2019-01-10 17:15:00+00:00,258.07
2019-01-10 17:30:00+00:00,257.84
2019-01-10 17:45:00+00:00,258.285
2019-01-10 18:00:00+00:00,257.23
2019-01-10 18:15:00+00:00,257.48
2019-01-10 18:30:00+00:00,256.86
2019-01-10 18:45:00+00:00,257.44
2019-01-10 19:00:00+00:00,258.285
2019-01-10 19:15:00+00:00,258.4
2019-01-10 19:30:00+00:00,258.56
2019-01-10 19:45:00+00:00,258.3
2019-01-10 20:00:00+00:00,258.53
2019-01-10 20:15:00+00:00,258.64
2019-01-10 20:30:00+00:00,259.03
2019-01-10 20:45:00+00:00,258.95
2019-01-10 21:00:00+00:00,258.69
2019-01-10 21:30:00+00:00,258.72
2019-01-10 21:45:00+00:00,258.79
2019-01-11 12:00:00+00:00,258.06
2019-01-11 12:15:00+00:00,258.2
2019-01-11 12:30:00+00:00,258.27
2019-01-11 12:45:00+00:00,258.1
2019-01-11 13:00:00+00:00,257.86
